,time,tweets
539,Mon Sep 28 13:32:45 +0000 2020,"RT @DiamondandSilk: The left keep asking President Trump will he accept the 2020 election. Our question to them is, when are they going to…"
540,Mon Sep 28 13:32:45 +0000 2020,RT @tribelaw: One thing not to overlook in the blockbuster NYT report on Trump’s taxes is his $410M in personal debt. That represents some…
541,Mon Sep 28 13:32:45 +0000 2020,RT @carapanarana: CHOLA MAIS
542,Mon Sep 28 13:32:45 +0000 2020,RT @rorycooper: Pretty easy line here for Biden. President Trump's voters shouldn't pay more taxes than President Trump.
543,Mon Sep 28 13:32:45 +0000 2020,"RT @NewDay: “Donald Trump, with a tower on Fifth Avenue and an estate in Palm Beach, paid less in taxes than the average ... grade school t…"
544,Mon Sep 28 13:32:45 +0000 2020,@Kirblar024 But conservatives don't see it as tax fraud. They see it as winning a game. I'm really not sure who the… https://t.co/mPis8wGQPV
545,Mon Sep 28 13:32:45 +0000 2020,"RT @gregolear: Sure, Trump is a phony billionaire &amp; tax cheat, 100s of millions of $ in debt, kept afloat by bamboozling the American taxpa…"
546,Mon Sep 28 13:32:45 +0000 2020,"RT @SethAbramson: Today is a good day to remind everyone that in addition to calling our troops ""losers"" and ""suckers"" and defrauding our g…"
547,Mon Sep 28 13:32:45 +0000 2020,@kurtbardella https://t.co/e2uEieOU2W
548,Mon Sep 28 13:32:45 +0000 2020,Ivanka consulting fee payments = Trump family legacy of multi-generational AML fraud
549,Mon Sep 28 13:32:45 +0000 2020,RT @SpeakerPelosi: It is a sign of President Trump’s disdain for America’s working families that he has spent years abusing the tax code wh…
550,Mon Sep 28 13:32:45 +0000 2020,"#taxfraudtrump According to #TrumpsTaxReturns, donald
#trumpisBroke
I wonder if Trump deducted the $750 off his Rus… https://t.co/4MqeQCUc9P"
551,Mon Sep 28 13:32:45 +0000 2020,"RT @BMeiselas: I pay more taxes than Trump. If you do too, pass it on."
552,Mon Sep 28 13:32:45 +0000 2020,"2 of those people are very good journalists, the other 2 should have been fired for not having ethics. 😐"
553,Mon Sep 28 13:32:45 +0000 2020,RT @WowBusted: #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow  #JavaScript #ReactJS #CloudCom…
554,Mon Sep 28 13:32:45 +0000 2020,"RT @jimsciutto: Federal taxes paid 2016 &amp; 2017, Trump (via NYT): 

$750

Federal taxes paid, average US taxpayer (via IRS)

$12,200"
555,Mon Sep 28 13:32:45 +0000 2020,"RT @mo87mo87: Do you know anyone who could do something about federal tax policy, Charles?"
556,Mon Sep 28 13:32:45 +0000 2020,@aredphat @realDonaldTrump Totally believe that. He has no moral compass and lives to cheat others.  Glad your husb… https://t.co/3LJ4NwvkIZ
557,Mon Sep 28 13:32:45 +0000 2020,RT @TheReal_JesusC: BREAKING: President Donald Trump pays less in income tax than the average Mexican illegal immigrant
558,Mon Sep 28 13:32:46 +0000 2020,RT @Rogers4Texas: The IRS forced my parents to sell 118 acres of farm after the bank had already taken the other 118 acres in the aftermath…
559,Mon Sep 28 13:32:46 +0000 2020,"RT @atheist_in_nc: @MollyJongFast Well, her last name is Trump, so..."
560,Mon Sep 28 13:32:46 +0000 2020,"RT @buzzman888: It's game time.....

. -@realDonaldTrump demands US attorneys launch an investigation into Ilhan Omar following report her…"
561,Mon Sep 28 13:32:46 +0000 2020,i would like to see it
562,Mon Sep 28 13:32:46 +0000 2020,"RT @ScottMStedman: Trump was so desperate for cash that in 2012 that he took out a $100M mortgage on Trump Tower as a payout.

Deutsche Ban…"
563,Mon Sep 28 13:32:46 +0000 2020,"RT @DonaldJTrumpJr: I guess this is the Democrat’s plan and why they’re pushing so hard for mail in ballots. Also, probably why Joe Biden d…"
564,Mon Sep 28 13:32:46 +0000 2020,"RT @AlamoOnTheRise: Reminder that Michael Cohen publicly testified February, 27, 2019 before the House implicating Donald Trump in the foll…"
565,Mon Sep 28 13:32:46 +0000 2020,"#AlSharpton  He comments on Trump taxes: A JOKE!

Sharpton himself owes New York state $806,875 and has federal lie… https://t.co/7S189h99lX"
566,Mon Sep 28 13:32:46 +0000 2020,"RT @DrShayPhD: Trump could have buried the tax man in the back of his yard, I'll still vote for him."
567,Mon Sep 28 13:32:46 +0000 2020,"RT @erinrileyau: In the United States, teachers can only deduct up to $250 a year of the money they personally spend on school supplies, de…"
568,Mon Sep 28 13:32:46 +0000 2020,"RT @mrbromwich: Trump knew something we didn't when he started balking at the peaceful transfer of power. If he loses the election, he face…"
569,Mon Sep 28 13:32:46 +0000 2020,"@RudyGiuliani Yeah CousinSnuggler, take a fvcking seat. You’re going to wind up in jail with tRump. You’re incestuo… https://t.co/v9VbjwMspA"
570,Mon Sep 28 13:32:46 +0000 2020,"RT @joncoopertweets: I bet Trump is desperately trying to come up with an excuse to back out of Tuesday’s debate.
#TrumpMeltdown"
571,Mon Sep 28 13:32:46 +0000 2020,"RT @MilesTaylorUSA: Is it just me, or does the federal government now look like a Trump business? Struggling for direction under the impuls…"
572,Mon Sep 28 13:32:46 +0000 2020,"RT @GOP: “The Trump campaign and the RNC had registered 58,000 new voters in Florida alone in August of this year, and to give you context,…"
573,Mon Sep 28 13:32:46 +0000 2020,RT @TheHaramLife: So they bring on a man who’s committed tax fraud Al Sharpton lmao..$1.5 million in unpaid taxes https://t.co/m3cz2ME6x3
574,Mon Sep 28 13:32:46 +0000 2020,"RT @RonHall46: Really, Firing Trump Now, 
Is Kinda Doing Him A Favor, 

He's Gonna Hafta Get Busy 
And Launder A Whole Bunch 
Of Russian Mo…"
575,Mon Sep 28 13:32:46 +0000 2020,"RT @DavidCornDC: By the way, @russchoma and I reported *during* the 2016 campaign that Trump's huge loans from an overseas bank created a h…"
576,Mon Sep 28 13:32:46 +0000 2020,RT @JTmor: @RealJamesWoods Biden is 10 points ahead!! 🙄🤣 https://t.co/uhi3qYGfkA
577,Mon Sep 28 13:32:46 +0000 2020,RT @Timcast: Why do news outlets endorse politicians?
578,Mon Sep 28 13:32:46 +0000 2020,"RT @DanAlexander21: 9/ There's also a loan against the DC hotel. The mortgage, which you can see below, lists it at $170M. The NYT reports…"
579,Mon Sep 28 13:32:46 +0000 2020,RT @McFaul: That Trump paid only $750 in taxes in '16/'17 - less than my retired parents - means either (1) he's guilty of tax fraud (2) he…
580,Mon Sep 28 13:32:46 +0000 2020,"RT @RichardGrenell: lol. Trying to convince Americans that Donald Trump is poor is a fantastic strategy....

DC types are laughably OUT OF…"
581,Mon Sep 28 13:32:46 +0000 2020,RT @MalcolmNance: WARNING: Trump’s debt is a National Security Emergency . He is a compromised asset of Putin &amp; likely still working for mu…
582,Mon Sep 28 13:32:46 +0000 2020,"RT @tribelaw: A lot of Americans want to know: 

Will Chris Wallace ask Trump on Tuesday night:

“Mr. Trump, to whom do you owe that $410M?"
583,Mon Sep 28 13:32:46 +0000 2020,"RT @Delavegalaw: Remember this story????
The Trump Organization Planned To Give Vladimir Putin The $50 Million Penthouse In Trump Tower Mos…"
584,Mon Sep 28 13:32:46 +0000 2020,"RT @FoldableHuman: Trump wasn't hiding the fact that he didn't pay taxes (he'll spin that part as being good at playing the system), he was…"
585,Mon Sep 28 13:32:46 +0000 2020,RT @annaedney: Wow. CDC Director Redfield was overheard by NBC News on a flight raising alarm about Trump adviser Scott Atlas
586,Mon Sep 28 13:32:46 +0000 2020,"What To Know About Those $200 Drug Cards President Trump Promised : Shots - Health News : NPR
If I can not earn you… https://t.co/E0RHecU5oV"
587,Mon Sep 28 13:32:46 +0000 2020,RT @EmeraldRobinson: The FBI probably didn’t have time to investigate Ilhan Omar because they were too busy getting professional liability…
588,Mon Sep 28 13:32:46 +0000 2020,"RT @jfrankesq: @donwinslow @parscale @nytimes Im just an avg citizen, so I don’t know anything about “the next two stories”. Hw, to me at t…"
589,Mon Sep 28 13:32:46 +0000 2020,@thezimaman @ProjectLincoln There aren't tax loops that trump claims only he is smart enough to know! There's only… https://t.co/d7zR8uo5jy
590,Mon Sep 28 13:32:46 +0000 2020,RT @susannecraig: Just Posted: The NYT has obtained the president’s tax return information for thousands of personal and corporate returns…
591,Mon Sep 28 13:32:46 +0000 2020,RT @christina_bobb: A friend sent me this pic of me asking ⁦@realDonaldTrump⁩ a question.  We were talking about Hunter Biden getting $3.5…
592,Mon Sep 28 13:32:46 +0000 2020,RT @RightWingJewess: I'm convinced the @DNC supported Biden because he is incapable of serving. I'm equally convinced they selected @Kamala…
593,Mon Sep 28 13:32:46 +0000 2020,"RT @JackPosobiec: Leftists: Women need to be in places where decisions are made 

Trump: *nominates Amy Coney Barrett*

Leftists: No not li…"
594,Mon Sep 28 13:32:46 +0000 2020,"RT @SethAbramson: Today is a good day to remind everyone that Donald Trump called our soldiers ""losers and suckers"" while he was defrauding…"
595,Mon Sep 28 13:32:46 +0000 2020,RT @waltb31: So all that bs by @realDonaldTrump about “funding my own campaign because I’m a billionaire” in 2016 was just another con. Who…
596,Mon Sep 28 13:32:46 +0000 2020,"RT @JasonKander: To summarize the NYT story: Trump got a bunch of $ from his daddy. He lost it all, but then he got paid hundreds of millio…"
597,Mon Sep 28 13:32:46 +0000 2020,"You and all your lying, degenerate, shitbag conspirator, dem coup cohorts would like your supporting imbecile const… https://t.co/cOS1MsQU6W"
598,Mon Sep 28 13:32:46 +0000 2020,"RT @ProgressNow00: @brianstelter @nytimes Jesus Christ. Can anyone get the most important part of the story?

Trump owes $500 million that…"
599,Mon Sep 28 13:32:46 +0000 2020,"RT @Lawrence: Rick Santorum is a lobbyist whose income depends on Trump.

A lobbyist is always lobbying. Always."
600,Mon Sep 28 13:32:46 +0000 2020,"RT @Lawrence: Rick Santorum is a lobbyist whose income depends on Trump.

A lobbyist is always lobbying. Always. https://t.co/YkWymBsaeK"
601,Mon Sep 28 13:32:46 +0000 2020,RT @robsmithonline: I’m less interested in the taxes Trump didn’t pay than I am in how Nancy Pelosi’as net worth grew to $178 million after…
602,Mon Sep 28 13:32:46 +0000 2020,"My neighbor, who had a Hillary sign in his yard in 2016, just put up a Trump/Pence sign. I noted the change of hear… https://t.co/PQ2Hm2rSi1"
603,Mon Sep 28 13:32:46 +0000 2020,"RT @VinceCoglianese: Ok, just read through the Times’ Trump tax returns report.

I think this might be Geraldo opening Al Capone’s vault."
604,Mon Sep 28 13:32:47 +0000 2020,"As much as I'd love to see Trump get 'Capone'd' for tax evasion I don't think for a second he will.

We're not that lucky."
605,Mon Sep 28 13:32:47 +0000 2020,RT @alonsovalenciav: Osea que Trump quien hizo campaña en 2016 en un avión privado y quien tiene activos personales por más de 1.4 millardo…
606,Mon Sep 28 13:32:46 +0000 2020,@DonaldJTrumpJr no one is buying your lies.
607,Mon Sep 28 13:32:47 +0000 2020,RT @KyleKulinski: https://t.co/RFUnCFJ5oK
608,Mon Sep 28 13:32:47 +0000 2020,"RT @juanagallardo1: #BuenLunes en @izquierdadiario #Internacional
💚 #AbortoLegalYa lucha en LatAm📺Programa especial
🔥 #Armenia #Azeribayán…"
609,Mon Sep 28 13:32:47 +0000 2020,RT @charliekirk11: Two men were just arrested for plotting terrorist attacks on Trump Tower and the White House—wanting the attacks to be “…
610,Mon Sep 28 13:32:47 +0000 2020,"RT @MeidasTouch: The #TrumpTaxReturns prove the that Trump is broke and looting America 

 https://t.co/VaZ8U6X23N"
611,Mon Sep 28 13:32:47 +0000 2020,RT @PrivilegedLydia: I'm pissed! I just heard that Trump paid $750 in taxes in 2016 and 2017 after collecting $0 in salary. The IRS owes hi…
612,Mon Sep 28 13:32:47 +0000 2020,RT @Nanisimo: LOL.
613,Mon Sep 28 13:32:47 +0000 2020,"RT @Odysseus_Spear: I want a Gov that loves Trump, called BS on Fauci, ran her state without apology, gets on a horse, rounds up bison, hun…"
614,Mon Sep 28 13:32:47 +0000 2020,"RT @McKaylaRoseJ: I'll be shocked if there's no "" Biden has Covid"" announcement today but if not, I can't wait for the debates tomorrow! Th…"
615,Mon Sep 28 13:32:47 +0000 2020,"RT @stengel: Trump paid his daughter, who was a full-time employee of his company, $747,622 in consulting fees on three hotel deals, and th…"
616,Mon Sep 28 13:32:47 +0000 2020,"RT @ConservaMomUSA: Democrats are in a circle-jerk because #TrumpTaxReturns is trending- but I’m just here like...👇🏻
🇺🇸TRUMP 2020🇺🇸
https:/…"
617,Mon Sep 28 13:32:47 +0000 2020,RT @Balance_In_Life: This was setup with the Biden team. Why else would they have bumper stickers ready the day of the story?
618,Mon Sep 28 13:32:47 +0000 2020,"RT @Roshan_Rinaldi: Taxes paid in 2017....

Joe &amp; Jill Biden $3,742,974

Donald &amp; Melania Trump $750

Any questions? https://t.co/ssjjKJY5qq"
619,Mon Sep 28 13:32:47 +0000 2020,"RT @DanAlexander21: 13/ Trump has other small loans against a golf club in DC, one in New Jersey and a couple of mansions. Those add up to…"
620,Mon Sep 28 13:32:47 +0000 2020,@realDonaldTrump https://t.co/jFxa40oBSf
621,Mon Sep 28 13:32:47 +0000 2020,RT @qcrca2Q: How can Trump’s Rally be defeated by Biden’s Rally ??? By Fraud &amp; Ballots harvesting !!! Patriots and Americans be aware of th…
622,Mon Sep 28 13:32:47 +0000 2020,"RT @jazzlandia_: Everybody can't afford to just leave, John. We're just ordinary people."
623,Mon Sep 28 13:32:47 +0000 2020,RT @tedlieu: I thought @realDonaldTrump was a grifter because it’s his personality. Turns out he needs the taxpayer funds being funneled to…
624,Mon Sep 28 13:32:47 +0000 2020,thats alot of money to pay for something that looks like road kill
625,Mon Sep 28 13:32:47 +0000 2020,RT @AOC: Last year Republicans blasted a firehose of hatred + vitriol my way because I treated myself to a $250 cut &amp; lowlights on my birth…
626,Mon Sep 28 13:32:47 +0000 2020,"RT @MattGertz: Here’s how far down Fox News’ mobile site you need to scroll to get to a reference to the NYT Trump taxes bombshell, it’s ev…"
627,Mon Sep 28 13:32:47 +0000 2020,RT @LouDobbs: Americans know this is only the beginning of the next wave of what has been four years of the Democrat and Deep State politic…
628,Mon Sep 28 13:32:47 +0000 2020,"RT @Lrihendry: Democrats asking President Trump for all his tax records, he should tell them—

they’re under Obama’s college records, passp…"
629,Mon Sep 28 13:32:47 +0000 2020,"While I applaud the work by the NYT on Trump’s taxes, this sentence seems to be carrying quite a load: “All of the… https://t.co/uGjbYmJmY8"
630,Mon Sep 28 13:32:47 +0000 2020,"RT @digmotherearth: @robreiner The New York Times has just turned on the water, it’s very very hot water.   https://t.co/jzd3sP7sZ5"
631,Mon Sep 28 13:32:47 +0000 2020,"RT @KurtSchlichter: But @jaketapper, the story actually says he paid $1 million in 2016 and $4,2 million in 2017. Did you not read it? http…"
632,Mon Sep 28 13:32:47 +0000 2020,"RT @bennyjohnson: Great work ⁦@JamesOKeefeIII⁩

Donald Trump demands US attorneys launch an investigation into Ilhan Omar over 'harvested b…"
633,Mon Sep 28 13:32:47 +0000 2020,RT @MotherJones: Why Donald Trump's tax returns matter https://t.co/jXgp2BxLnE
634,Mon Sep 28 13:32:47 +0000 2020,RT @Jonathan_K_Cook: Caitlin Johnstone: Trump tax returns leak shows 'the president is every bit the corrupt kleptocratic oligarch everyone…
635,Mon Sep 28 13:32:47 +0000 2020,RT @kenklippenstein: Thank god it’s just Trump and not virtually every rich person https://t.co/Dmb21w1aoh
636,Mon Sep 28 13:32:47 +0000 2020,"RT @DiamondandSilk: The left keep asking President Trump will he accept the 2020 election. Our question to them is, when are they going to…"
637,Mon Sep 28 13:32:47 +0000 2020,RT @crew_tribal: @Byebye20202 @numbers_truth @lesleyabravanel @IvankaTrump Stop projecting like trump🤣🤣🤣🤣 I told you I voted for trump and…
638,Mon Sep 28 13:32:47 +0000 2020,"RT @MattGertz: Here’s how far down Fox News’ mobile site you need to scroll to get to a reference to the NYT Trump taxes bombshell, it’s ev…"
639,Mon Sep 28 13:32:47 +0000 2020,RT @OnlineDetective: @CaslerNoel @realDonaldTrump I'M SHOCKED! Ha ha ha ha ha ha! No really - I'm shocked. LOL! Come on you're making me la…
640,Mon Sep 28 13:32:47 +0000 2020,"RT @Jillbiden46: Retweet this If you paid more than the $750 Trump did in federal taxes in 2017! 

#TrumpTaxReturns"
641,Mon Sep 28 13:32:47 +0000 2020,"@Surgeon_General @DepSecHargan @hcphtx Hold up there high speed. 

Let's talk about Trump's taxes. 

#TrumpTaxReturns 

#TrumpIsBroke"
642,Mon Sep 28 13:32:47 +0000 2020,RT @FrankFigliuzzi1: Americans dead: 200K; Taxes paid: $0. #TrumpTaxes https://t.co/3UDCLtmcNJ
643,Mon Sep 28 13:32:47 +0000 2020,"RT @Ayaka_TRUMP2020: 南カリフォルニアで、
トランプ大統領サポーターの集会に車を突っ込みをさせ！

2人に重傷を負わせたとして
殺人未遂の罪に問われていた運転手が！
BLMの主要なまとめ役の
タチアナ・ターナーである事が明らかになりました。

https:/…"
644,Mon Sep 28 13:32:47 +0000 2020,"RT @ProjectLincoln: Who does Donald Trump owe $300,000,000?"
645,Mon Sep 28 13:32:47 +0000 2020,"RT @DonaldJTrumpJr: Yes, Joe Biden is compromised by his family's shady foreign dealings https://t.co/vqpuaFcjMw"
646,Mon Sep 28 13:32:47 +0000 2020,RT @MichaelCohen212: Everything I have stated about @potus @realDonaldTrump has been proven100% #TRUE! On page 94 of my #1 book #Disloyal @…
647,Mon Sep 28 13:32:47 +0000 2020,"RT @alb353: BBC - ""Donald Trump 'paid $750 in federal income taxes in 2016 and 2017"" ----- COMING FROM THE BBC - CAN NO ONE SEE THE IRONY"
648,Mon Sep 28 13:32:47 +0000 2020,"RT @DrEricDing: Um, wow. @CDCDirector throws Trump pandemic advisor Scott Atlas under bus: “Everything he says is false”  Dr. Robert Redfie…"
649,Mon Sep 28 13:32:47 +0000 2020,RT @AmandaMarcotte: How many Americans will be evicted this year because they owe a few thousand dollars? But Trump is $421 million in the…
650,Mon Sep 28 13:32:47 +0000 2020,RT @Cernovich: Democrats are mad at Trump because he followed the tax laws passed by the Obama administration.
651,Mon Sep 28 13:32:47 +0000 2020,"RT @RepDonBeyer: People across this country are hurting badly as the economy bleeds jobs and millions face eviction, food insecurity, or th…"
652,Mon Sep 28 13:32:47 +0000 2020,RT @laralogan: Hunter Biden received $3.5M from Russian billionaire: report https://t.co/LrjVGvuPsk
653,Mon Sep 28 13:32:47 +0000 2020,"RT @JenGranholm: ""@JoeBiden, is exceptionally well-qualified, by character and experience, to meet the daunting challenges that the nation…"
654,Mon Sep 28 13:32:47 +0000 2020,RT @vevettsss: real women kill Donald Trump
655,Mon Sep 28 13:32:47 +0000 2020,"RT @SethAbramson: Today is a good day to remind everyone that in addition to calling our troops ""losers"" and ""suckers"" and defrauding our g…"
656,Mon Sep 28 13:32:47 +0000 2020,RT @SRuhle: I asked @SenatorDurbin whether President Trump's refusal to commit to a peaceful transfer of power was just a distraction or a…
657,Mon Sep 28 13:32:47 +0000 2020,"RT @themarketswork: The Trump Tax Returns illustrate three primary things:

1) No unreported connections to Russia

2) MSM Journos &amp; DNC Ha…"
658,Mon Sep 28 13:32:48 +0000 2020,"RT @RealEricCarmen: So, it's two days until the ""debate"" and ""Trump's taxes"" is suddenly the ""big story"", meanwhile, have we heard one sing…"
659,Mon Sep 28 13:32:48 +0000 2020,"RT @CatStaggs: It will not work this time. Will it, Americans? https://t.co/f62YNbDx84"
660,Mon Sep 28 13:32:48 +0000 2020,#TrumpTaxReturns
661,Mon Sep 28 13:32:48 +0000 2020,I know the demographics have changed and that Texas will likely never deliver the kind of Republican wins it did du… https://t.co/tyHfy8GnoB
662,Mon Sep 28 13:32:48 +0000 2020,"RT @joelluiz_adv: Imagina, que merda ter um presidente que interrompe a entrevista quando se incomoda com as perguntas!
Deve ser horrível h…"
663,Mon Sep 28 13:32:48 +0000 2020,RT @HumbleSatBoy: @SteveGuest @BobbyB81899130 @JoeBiden has NEVER been a political threat to @POTUS. His candidacy is the foundation of Sch…
664,Mon Sep 28 13:32:48 +0000 2020,RT @Lrihendry: Wonder if Donna Brazil has handed Biden the questions &amp; answers yet?
665,Mon Sep 28 13:32:48 +0000 2020,Sounds like a criminal to me
666,Mon Sep 28 13:32:48 +0000 2020,"RT @bopinion: But @TimOBrien wants us to focus on what the tax returns reveal about Trump as president. Because of his:

✅Indebtedness
✅Rel…"
667,Mon Sep 28 13:32:48 +0000 2020,"RT @CaslerNoel: Mark Burnett knew Trump was broke, production had to rent office furniture to make him look wealthy on season one of ‘Appre…"
668,Mon Sep 28 13:32:48 +0000 2020,RT @laurasessions10: If we stuck a fork in Trump we might find he was burnt toast.. and would shatter.. or even disintegrate. I'm ok with t…
669,Mon Sep 28 13:32:48 +0000 2020,RT @poetrhetor: I’ll always be reminded of this passage in Felix Guattari’s “The Three Ecologies” where he compares Trump to cyanobacteria.…
670,Mon Sep 28 13:32:48 +0000 2020,"RT @SethAbramson: Today is a good day to remind everyone that in addition to calling our troops ""losers"" and ""suckers"" and defrauding our g…"
671,Mon Sep 28 13:32:48 +0000 2020,"RT @STVNews: Donald Trump’s three golf courses in Scotland and Ireland have reported combined losses of around £50m, according to reports.…"
672,Mon Sep 28 13:32:48 +0000 2020,RT @dbongino: Who wants to see Hunter Biden’s tax returns?
673,Mon Sep 28 13:32:48 +0000 2020,RT @rickwtyler: My timeline is normally filled with @realDonaldTrump defenders by this time of day making excuses for Trump’s latest folly…
674,Mon Sep 28 13:32:48 +0000 2020,"RT @DonaldJTrumpJr: Yes, Joe Biden is compromised by his family's shady foreign dealings https://t.co/vqpuaFcjMw"
675,Mon Sep 28 13:32:48 +0000 2020,"RT @HKrassenstein: Why isn’t Breitbart reporting on this?

Trump Sold a $40 Million Estate to a Russian Oligarch for $100 Million.

“But Hu…"
676,Mon Sep 28 13:32:48 +0000 2020,RT @Harry1T6: Nothing weird at all about the national media pushing a breaking earthshaking story that Trump only pays as much tax as legal…
677,Mon Sep 28 13:32:48 +0000 2020,"RT @COsweda: So always be careful until you see something indoor AND out, in diffuse lighting.

Biden has invisible implanted hearing piece…"
678,Mon Sep 28 13:32:48 +0000 2020,"RT @DonaldJTrumpJr: Yes, Joe Biden is compromised by his family's shady foreign dealings https://t.co/vqpuaFcjMw"
679,Mon Sep 28 13:32:48 +0000 2020,"RT @BPPope: @realDonaldTrump @JesseBWatters @LizMacDonaldFOX @4AllSoulKind 
@LionLeonidas2 @bbl58

❌♦️❌ MSM Fake News Is “Zero News” It’s P…"
680,Mon Sep 28 13:32:48 +0000 2020,@blyons_12 @TurkanForkmaz @Thinkologist1 @thebradfordfile Fact: 1% 😂 Thanks Trump
681,Mon Sep 28 13:32:48 +0000 2020,"RT @TruthOverFacts1: @KathleenCurley3 Because, even though they had the latitude to investigate Hunter and the Clintons, their focus was on…"
682,Mon Sep 28 13:32:48 +0000 2020,"RT @realTuckFrumper: Trump is not a lot of things, but now we know for sure...
Retweet this far and wide! 
#TrumpIsNotABillionaire 
The Emp…"
683,Mon Sep 28 13:32:48 +0000 2020,"RT @PoliticusSarah: Michael Cohen says Donald Jr., Ivanka, Eric, and the entire Trump family are involved in Donald Trump's tax evasion sch…"
684,Mon Sep 28 13:32:48 +0000 2020,RT @acnewsitics: You can’t be a decent person and support Donald Trump.
685,Mon Sep 28 13:32:48 +0000 2020,RT @JoaquinCastrotx: Do you pay more than $750 in taxes every year? #DeadBeatDonald https://t.co/MBzyTh7fX3
686,Mon Sep 28 13:32:48 +0000 2020,"Paraphrasing slightly here but ""'move fast and breaks things' - and what FB broke was democracy..."" 
Yup. #Zucked"
687,Mon Sep 28 13:32:48 +0000 2020,RT @LabyrinthWeaver: Do you think Trump will turn up for the debate?
688,Mon Sep 28 13:32:48 +0000 2020,RT @WSCP1: Lord I’m sick of your contemptuous lies! Dr. Fauci confirmed President Trump followed ALL his guidelines. President Trump acted…
689,Mon Sep 28 13:32:48 +0000 2020,@bagwell20002000 @MedicVet68 Of course.  Psychopaths are that way.  A criminal way of life makes people like tRump… https://t.co/6rCwKdZn5h
690,Mon Sep 28 13:32:48 +0000 2020,"RT @dawg_lb: 'Dirty Cop FBI Director Wray'

President Trump lays out evidence of MAIL-IN VOTING fraud to reporters.

Can Dirty Cop Wray do…"
691,Mon Sep 28 13:32:48 +0000 2020,RT @Jaybefaunt: @davidhogg111 Who passed laws to enable people like Trump to loot American tax payers? People like George W Bush and Barack…
692,Mon Sep 28 13:32:48 +0000 2020,"RT @Stonekettle: No shit, right? 

I held one of the highest security clearances in the country for more than 20 years, if I had done even…"
693,Mon Sep 28 13:32:48 +0000 2020,RT @RealJamesWoods: Every one of these people hate(d) Donald Trump. That alone is reason enough to vote for him this November. Again!!! #Tr…
694,Mon Sep 28 13:32:48 +0000 2020,RT @EdwardsChild: @Meidas_ZobethC @BIDEN_HARRIS__ @CaslerNoel @realDonaldTrump Do you honestly think that some members of the press don't a…
695,Mon Sep 28 13:32:48 +0000 2020,"RT @SpringSteps: If they can illegally obtain and release his tax returns, what will they do to all of us?"
696,Mon Sep 28 13:32:48 +0000 2020,"RT @NewsRaters: This collusion and coddling between the media elite and the Democrats is sickening 

CNN's Jake Tapper Quickly Backs down A…"
697,Mon Sep 28 13:32:48 +0000 2020,RT @bbhen2: @tbdeinc @BurnettRM @realDonaldTrump So your cool with that system?  Where he never pays taxes?   It’s also fraud. He increases…
698,Mon Sep 28 13:32:48 +0000 2020,RT @bradleyrsimpson: Abraham Lincoln paid 3x more in taxes in 1864 than Donald Trump in 2016. Not more as a share of his income. More in ta…
699,Mon Sep 28 13:32:48 +0000 2020,"RT @dburbach: Yikes, @laseptiemewilay raises a huge point.

Even out of office, Trump will know military/diplo/intel secrets that will stil…"
700,Mon Sep 28 13:32:48 +0000 2020,"RT @DavidCornDC: By the way, @russchoma and I reported *during* the 2016 campaign that Trump's huge loans from an overseas bank created a h…"
701,Mon Sep 28 13:32:48 +0000 2020,RT @reedgalen: They’re all in on it.
702,Mon Sep 28 13:32:48 +0000 2020,Reporters unable to tell him he is a lying sack of shit should find a new profession.
703,Mon Sep 28 13:32:49 +0000 2020,RT @Michael89541443: @JamesOKeefeIII @darraroche The FBI probably didn’t have time to investigate Ilhan Omar because they were too busy get…
704,Mon Sep 28 13:32:49 +0000 2020,https://t.co/dkIGpKkbtY
705,Mon Sep 28 13:32:48 +0000 2020,"RT @WilDonnelly: When Trump wrote this in 2012, he had just paid $0.00 in federal taxes for 2011. My calculator tells me that is 0.00%."
706,Mon Sep 28 13:32:49 +0000 2020,"No! Trump didn't write the tax code, Sleepy Joe Biden did!"
707,Mon Sep 28 13:32:49 +0000 2020,"@RyanLEllis @nytimes I want his accountant! It did prove there was no Russia collusion, no Stormy Daniel payments a… https://t.co/lc4S25FeRS"
708,Mon Sep 28 13:32:49 +0000 2020,"RT @Strandjunker: Is this a good time to remind everyone that SCOTUS Justice Kennedy retired abruptly to make way for Trump’s Kavanaugh, Ke…"
709,Mon Sep 28 13:32:49 +0000 2020,"RT @DonaldJTrumpJr: Yes, Joe Biden is compromised by his family's shady foreign dealings https://t.co/vqpuaFcjMw"
710,Mon Sep 28 13:32:49 +0000 2020,RT @miriamleitao: Super gol jornalístico. O ⁦@nytimes⁩ conseguiu as declaraçoes de Imposto de Renda de Trump. Ele simplesmente nao pagou IR…
711,Mon Sep 28 13:32:49 +0000 2020,RT @PostOpinions: The Editorial Board endorses Joe Biden for president https://t.co/sNRAXrIIAJ
712,Mon Sep 28 13:32:49 +0000 2020,RT @crampell: News that IRS has spent the past decade trying to claw back a questionable $72.9 million tax refund Trump received is valuabl…
713,Mon Sep 28 13:32:49 +0000 2020,RT @marklevinshow: 2. and vile hack of the bunch during Brett Kavanaugh‘s confirmation hearings.  This should make you even more active in…
714,Mon Sep 28 13:32:49 +0000 2020,"RT @stengel: Trump paid his daughter, who was a full-time employee of his company, $747,622 in consulting fees on three hotel deals, and th…"
